Node_ID,cp_level_x,cp_r_citing_zero_x,cp_r_citing_nonzero_x,tr_citing_x,cp_r_cited_zero_x,cp_r_cited_nonzero_x,tr_cited_x,Cluster_ID,cp_level_y,cp_r_citing_zero_y,cp_r_citing_nonzero_y,tr_citing_y,cp_r_cited_zero_y,cp_r_cited_nonzero_y,tr_cited_y,network_degree,network_indegree,network_outdegree,cluster_degree,cluster_indegree,cluster_outdegree
9312218,14,8,6,22,3,11,42,19,2.0,2.0,0.0,0.0,0.0,2.0,4.0,22,14,8,9.0,6.0,3.0
9502247,22,3,19,41,19,3,5,170,14.0,1.0,13.0,26.0,14.0,0.0,0.0,24,22,2,12.0,12.0,0.0
9904268,6,5,1,1,1,5,12,170,3.0,2.0,1.0,1.0,0.0,3.0,7.0,16,6,10,6.0,3.0,3.0
1152,6,4,2,2,1,5,14,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,6,11,2.0,0.0,2.0
110196,3,2,1,1,0,3,17,26,1.0,1.0,0.0,0.0,0.0,1.0,7.0,44,3,41,14.0,1.0,13.0
9611251,56,16,40,135,5,51,265,69,22.0,6.0,16.0,54.0,0.0,22.0,138.0,85,56,29,21.0,11.0,10.0
9210253,169,24,145,608,169,0,0,40,66.0,3.0,63.0,311.0,66.0,0.0,0.0,169,169,0,23.0,23.0,0.0
9304312,8,3,5,5,8,0,0,56,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8,8,0,2.0,2.0,0.0
9408256,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,1.0,0.0,1.0
9205238,103,19,84,455,103,0,0,25,44.0,5.0,39.0,252.0,44.0,0.0,0.0,103,103,0,23.0,23.0,0.0
9602436,15,4,11,14,3,12,79,134,5.0,2.0,3.0,5.0,0.0,5.0,40.0,31,15,16,17.0,5.0,12.0
9304303,59,6,53,227,35,24,30,25,25.0,3.0,22.0,101.0,9.0,16.0,21.0,62,59,3,20.0,18.0,2.0
9501361,56,15,41,127,25,31,57,81,10.0,3.0,7.0,17.0,4.0,6.0,15.0,70,56,14,7.0,4.0,3.0
9407203,19,5,14,29,10,9,15,121,7.0,4.0,3.0,4.0,0.0,7.0,12.0,25,19,6,7.0,5.0,2.0
9505244,54,18,36,134,21,33,33,69,11.0,7.0,4.0,8.0,2.0,9.0,9.0,56,54,2,15.0,14.0,1.0
9308333,154,37,117,487,81,73,128,10,30.0,5.0,25.0,86.0,11.0,19.0,33.0,160,154,6,15.0,13.0,2.0
9504246,84,10,74,578,11,73,94,0,56.0,3.0,53.0,462.0,1.0,55.0,70.0,89,84,5,45.0,44.0,1.0
9806375,16,4,12,36,1,15,95,0,11.0,3.0,8.0,26.0,0.0,11.0,53.0,36,16,20,17.0,10.0,7.0
9903262,43,11,32,84,2,41,265,0,15.0,4.0,11.0,19.0,0.0,15.0,124.0,76,43,33,15.0,7.0,8.0
9812344,34,3,31,171,3,31,112,3,33.0,3.0,30.0,165.0,5.0,28.0,90.0,44,34,10,7.0,2.0,5.0
9710516,72,8,64,292,69,3,4,3,24.0,4.0,20.0,87.0,24.0,0.0,0.0,74,72,2,9.0,9.0,0.0
2155,33,7,26,58,8,25,86,3,9.0,4.0,5.0,9.0,9.0,0.0,0.0,46,33,13,9.0,9.0,0.0
9811447,73,8,65,322,9,64,361,3,40.0,2.0,38.0,197.0,1.0,39.0,185.0,120,73,47,33.0,24.0,9.0
9909208,5,2,3,3,3,2,2,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,2.0,1.0,1.0
9807466,16,7,9,14,2,14,37,42,2.0,1.0,1.0,1.0,0.0,2.0,3.0,24,16,8,3.0,2.0,1.0
9411390,6,1,5,10,0,6,6,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,4,2.0,0.0,2.0
9806339,20,3,17,72,15,5,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,20,8,1.0,1.0,0.0
9707541,11,7,4,6,1,10,35,41,2.0,2.0,0.0,0.0,0.0,2.0,11.0,34,11,23,7.0,1.0,6.0
9805311,14,2,12,25,4,10,16,0,6.0,1.0,5.0,10.0,3.0,3.0,4.0,25,14,11,1.0,0.0,1.0
9809322,1,1,0,0,1,0,0,928,,,,,,,,1,1,0,,,
9508275,60,5,55,314,32,28,61,50,37.0,2.0,35.0,236.0,19.0,18.0,18.0,63,60,3,25.0,25.0,0.0
9712281,7,6,1,1,7,0,0,159,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7,7,0,2.0,2.0,0.0
9812244,4,3,1,1,2,2,3,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,4,35,3.0,1.0,2.0
9306235,41,7,34,97,32,9,9,81,21.0,2.0,19.0,60.0,13.0,8.0,8.0,42,41,1,12.0,12.0,0.0
9806425,4,2,2,2,2,2,9,167,1.0,1.0,0.0,0.0,0.0,1.0,5.0,12,4,8,5.0,1.0,4.0
9502270,74,8,66,236,61,13,13,17,22.0,2.0,20.0,71.0,12.0,10.0,10.0,75,74,1,14.0,14.0,0.0
9706212,16,3,13,30,1,15,24,181,15.0,5.0,10.0,24.0,1.0,14.0,17.0,26,16,10,12.0,10.0,2.0
9803255,13,4,9,14,5,8,16,46,5.0,1.0,4.0,6.0,1.0,4.0,8.0,18,13,5,2.0,2.0,0.0
9510306,4,2,2,2,4,0,0,46,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,4,1,1.0,0.0,1.0
9510419,3,2,1,1,0,3,8,0,,,,,,,,8,3,5,,,
9803201,13,2,11,20,12,1,1,294,8.0,1.0,7.0,15.0,8.0,0.0,0.0,18,13,5,7.0,7.0,0.0
9710403,16,1,15,48,1,15,58,0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,31,16,15,5.0,2.0,3.0
9903399,39,5,34,102,4,35,64,0,11.0,2.0,9.0,19.0,0.0,11.0,25.0,43,39,4,17.0,15.0,2.0
9512268,9,4,5,6,0,9,25,10,3.0,2.0,1.0,2.0,3.0,0.0,0.0,14,9,5,8.0,4.0,4.0
9603363,75,13,62,263,18,57,244,12,28.0,8.0,20.0,90.0,1.0,27.0,141.0,87,75,12,29.0,19.0,10.0
9609443,65,8,57,290,4,61,143,12,49.0,4.0,45.0,260.0,5.0,44.0,77.0,91,65,26,38.0,36.0,2.0
9206212,22,9,13,20,22,0,0,223,5.0,3.0,2.0,3.0,5.0,0.0,0.0,22,22,0,4.0,4.0,0.0
9707274,14,6,8,17,1,13,283,36,12.0,5.0,7.0,15.0,0.0,12.0,265.0,60,14,46,47.0,10.0,37.0
102017,30,5,25,96,3,27,220,34,20.0,2.0,18.0,65.0,0.0,20.0,168.0,57,30,27,22.0,10.0,12.0
9912264,44,7,37,172,4,40,124,34,30.0,3.0,27.0,145.0,2.0,28.0,98.0,54,44,10,26.0,21.0,5.0
101336,59,17,42,164,2,57,1189,1,5.0,4.0,1.0,1.0,0.0,5.0,132.0,435,59,376,56.0,5.0,51.0
9604283,91,7,84,506,83,8,8,1,36.0,1.0,35.0,235.0,36.0,0.0,0.0,92,91,1,22.0,22.0,0.0
9309272,48,15,33,98,27,21,45,29,12.0,1.0,11.0,26.0,12.0,0.0,0.0,57,48,9,5.0,5.0,0.0
9610252,86,11,75,324,7,79,349,1,14.0,2.0,12.0,37.0,0.0,14.0,27.0,120,86,34,18.0,13.0,5.0
9708395,24,9,15,45,5,19,38,67,16.0,6.0,10.0,27.0,4.0,12.0,19.0,29,24,5,13.0,11.0,2.0
9603404,164,6,158,1347,16,148,565,7,86.0,3.0,83.0,805.0,2.0,84.0,317.0,177,164,13,54.0,49.0,5.0
9602239,141,12,129,978,13,128,286,5,69.0,2.0,67.0,650.0,0.0,69.0,162.0,151,141,10,50.0,47.0,3.0
9701244,80,12,68,308,3,77,399,5,31.0,3.0,28.0,119.0,0.0,31.0,190.0,108,80,28,29.0,19.0,10.0
9707537,33,8,25,67,1,32,252,5,24.0,4.0,20.0,58.0,0.0,24.0,217.0,50,33,17,20.0,11.0,9.0
9905421,7,2,5,6,5,2,2,87,2.0,1.0,1.0,1.0,2.0,0.0,0.0,12,7,5,3.0,3.0,0.0
9411318,8,3,5,7,8,0,0,93,3.0,1.0,2.0,2.0,3.0,0.0,0.0,8,8,0,3.0,3.0,0.0
9707433,10,6,4,9,0,10,23,69,2.0,2.0,0.0,0.0,1.0,1.0,2.0,18,10,8,3.0,1.0,2.0
9503299,8,2,6,12,8,0,0,58,7.0,1.0,6.0,12.0,7.0,0.0,0.0,9,8,1,3.0,2.0,1.0
106205,2,2,0,0,1,1,4,6,1.0,1.0,0.0,0.0,0.0,1.0,2.0,10,2,8,3.0,0.0,3.0
9811239,56,10,46,222,2,54,494,6,18.0,2.0,16.0,51.0,0.0,18.0,209.0,114,56,58,23.0,18.0,5.0
10181,8,4,4,8,1,7,168,34,5.0,3.0,2.0,4.0,0.0,5.0,151.0,50,8,42,38.0,5.0,33.0
1253,26,6,20,77,0,26,299,1,19.0,2.0,17.0,67.0,0.0,19.0,259.0,58,26,32,35.0,17.0,18.0
9708396,35,10,25,68,21,14,22,6,14.0,4.0,10.0,19.0,9.0,5.0,7.0,41,35,6,7.0,6.0,1.0
9702322,61,4,57,344,1,60,392,7,42.0,2.0,40.0,269.0,0.0,42.0,257.0,77,61,16,40.0,32.0,8.0
104101,13,7,6,7,0,13,110,32,6.0,3.0,3.0,3.0,0.0,6.0,23.0,59,13,46,9.0,2.0,7.0
9701342,21,9,12,27,13,8,17,4,4.0,1.0,3.0,4.0,3.0,1.0,2.0,30,21,9,5.0,5.0,0.0
9303309,133,18,115,874,133,0,0,4,55.0,3.0,52.0,489.0,55.0,0.0,0.0,133,133,0,40.0,40.0,0.0
1177,11,4,7,19,0,11,51,21,11.0,4.0,7.0,19.0,0.0,11.0,43.0,22,11,11,13.0,5.0,8.0
9709232,35,8,27,67,4,31,151,21,18.0,4.0,14.0,31.0,1.0,17.0,29.0,46,35,11,20.0,15.0,5.0
9804456,5,2,3,4,0,5,20,7,4.0,1.0,3.0,4.0,0.0,4.0,15.0,30,5,25,3.0,3.0,0.0
9503285,38,8,30,70,12,26,56,7,5.0,4.0,1.0,1.0,5.0,0.0,0.0,47,38,9,4.0,2.0,2.0
9604378,7,2,5,8,1,6,9,7,6.0,1.0,5.0,8.0,6.0,0.0,0.0,11,7,4,4.0,4.0,0.0
9311279,5,2,3,3,3,2,2,223,4.0,2.0,2.0,2.0,4.0,0.0,0.0,6,5,1,4.0,4.0,0.0
9302207,31,6,25,135,16,15,17,15,26.0,3.0,23.0,125.0,18.0,8.0,8.0,33,31,2,7.0,7.0,0.0
9603388,24,6,18,65,4,20,62,15,17.0,3.0,14.0,50.0,2.0,15.0,48.0,41,24,17,12.0,11.0,1.0
9503349,19,5,14,23,19,0,0,98,5.0,1.0,4.0,6.0,5.0,0.0,0.0,20,19,1,4.0,4.0,0.0
9503232,9,6,3,5,9,0,0,76,6.0,5.0,1.0,1.0,6.0,0.0,0.0,9,9,0,4.0,4.0,0.0
9606364,18,9,9,20,5,13,50,12,5.0,3.0,2.0,2.0,1.0,4.0,15.0,40,18,22,8.0,5.0,3.0
9602280,68,11,57,315,11,57,337,19,33.0,1.0,32.0,202.0,0.0,33.0,209.0,102,68,34,20.0,6.0,14.0
9409265,30,1,29,138,7,23,114,19,22.0,1.0,21.0,114.0,5.0,17.0,41.0,42,30,12,16.0,11.0,5.0
9405342,66,24,42,122,28,38,83,10,20.0,6.0,14.0,44.0,4.0,16.0,33.0,75,66,9,11.0,11.0,0.0
9712302,70,9,61,402,1,69,180,24,50.0,1.0,49.0,356.0,1.0,49.0,98.0,77,70,7,42.0,39.0,3.0
9706354,17,11,6,11,1,16,66,57,8.0,7.0,1.0,2.0,0.0,8.0,36.0,27,17,10,12.0,6.0,6.0
9711427,50,5,45,235,0,50,227,16,39.0,3.0,36.0,190.0,0.0,39.0,173.0,61,50,11,25.0,20.0,5.0
9407337,18,7,11,18,12,6,6,16,4.0,1.0,3.0,4.0,4.0,0.0,0.0,19,18,1,4.0,4.0,0.0
9405320,100,15,85,408,100,0,0,16,40.0,3.0,37.0,174.0,40.0,0.0,0.0,100,100,0,13.0,13.0,0.0
9403229,47,13,34,120,28,19,23,44,22.0,5.0,17.0,60.0,16.0,6.0,6.0,50,47,3,10.0,10.0,0.0
9609235,5,3,2,2,0,5,13,62,3.0,1.0,2.0,2.0,2.0,1.0,1.0,11,5,6,4.0,1.0,3.0
9405398,43,8,35,122,43,0,0,30,30.0,4.0,26.0,96.0,30.0,0.0,0.0,43,43,0,15.0,15.0,0.0
9504219,143,11,132,972,41,102,260,8,80.0,3.0,77.0,706.0,12.0,68.0,136.0,152,143,9,50.0,47.0,3.0
9307206,4,2,2,2,4,0,0,190,3.0,1.0,2.0,2.0,3.0,0.0,0.0,4,4,0,3.0,3.0,0.0
9305287,31,12,19,45,27,4,4,190,14.0,6.0,8.0,17.0,11.0,3.0,3.0,32,31,1,9.0,9.0,0.0
9604225,23,6,17,34,2,21,133,6,15.0,5.0,10.0,23.0,1.0,14.0,85.0,36,23,13,9.0,5.0,4.0
9712346,5,2,3,7,0,5,45,7,3.0,1.0,2.0,3.0,0.0,3.0,33.0,23,5,18,2.0,0.0,2.0
9306201,43,13,30,78,43,0,0,183,6.0,3.0,3.0,5.0,6.0,0.0,0.0,43,43,0,4.0,4.0,0.0
9309270,10,6,4,5,7,3,13,85,3.0,2.0,1.0,1.0,1.0,2.0,6.0,15,10,5,5.0,3.0,2.0
9709333,25,9,16,31,6,19,37,6,7.0,3.0,4.0,7.0,3.0,4.0,4.0,33,25,8,6.0,4.0,2.0
9402219,24,5,19,51,24,0,0,87,18.0,3.0,15.0,38.0,18.0,0.0,0.0,24,24,0,14.0,14.0,0.0
9602214,17,6,11,34,4,13,16,8,8.0,2.0,6.0,13.0,2.0,6.0,6.0,20,17,3,8.0,7.0,1.0
9611453,26,2,24,92,0,26,100,8,14.0,1.0,13.0,45.0,0.0,14.0,63.0,36,26,10,21.0,15.0,6.0
106176,11,3,8,19,1,10,48,38,6.0,2.0,4.0,8.0,0.0,6.0,18.0,39,11,28,12.0,7.0,5.0
9601205,58,10,48,178,31,27,81,22,23.0,3.0,20.0,60.0,5.0,18.0,62.0,66,58,8,20.0,15.0,5.0
9409339,1,1,0,0,1,0,0,1429,,,,,,,,1,1,0,,,
9907343,5,1,4,5,1,4,17,45,4.0,1.0,3.0,4.0,0.0,4.0,17.0,12,5,7,1.0,1.0,0.0
9403301,47,9,38,129,18,29,62,22,18.0,4.0,14.0,29.0,7.0,11.0,16.0,57,47,10,11.0,10.0,1.0
9403403,47,6,41,143,11,36,54,22,25.0,1.0,24.0,99.0,6.0,19.0,30.0,49,47,2,18.0,16.0,2.0
9902430,45,3,42,183,5,40,156,22,36.0,1.0,35.0,164.0,1.0,35.0,141.0,53,45,8,28.0,21.0,7.0
9412349,8,3,5,8,8,0,0,331,4.0,2.0,2.0,5.0,4.0,0.0,0.0,8,8,0,4.0,4.0,0.0
9711213,5,2,3,3,0,5,19,22,4.0,1.0,3.0,3.0,0.0,4.0,16.0,17,5,12,8.0,4.0,4.0
6201,13,4,9,16,0,13,19,177,11.0,2.0,9.0,16.0,0.0,11.0,17.0,16,13,3,11.0,9.0,2.0
9709417,17,1,16,79,1,16,104,21,16.0,1.0,15.0,77.0,0.0,16.0,102.0,32,17,15,27.0,15.0,12.0
9711214,4,2,2,3,1,3,5,379,3.0,1.0,2.0,3.0,0.0,3.0,5.0,6,4,2,5.0,3.0,2.0
9305279,25,5,20,55,25,0,0,19,5.0,4.0,1.0,1.0,5.0,0.0,0.0,25,25,0,3.0,3.0,0.0
9712442,18,12,6,10,1,17,150,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,18,108,18.0,1.0,17.0
9901397,29,3,26,82,0,29,261,16,20.0,1.0,19.0,60.0,0.0,20.0,174.0,55,29,26,36.0,18.0,18.0
9911273,28,9,19,49,0,28,360,16,17.0,4.0,13.0,27.0,0.0,17.0,171.0,65,28,37,33.0,11.0,22.0
9907310,9,4,5,8,0,9,50,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,9,17,9.0,0.0,9.0
9601388,33,13,20,40,20,13,14,101,13.0,5.0,8.0,17.0,8.0,5.0,5.0,45,33,12,4.0,4.0,0.0
8208,56,5,51,305,2,54,607,20,50.0,3.0,47.0,289.0,1.0,49.0,593.0,94,56,38,52.0,19.0,33.0
9903503,83,5,78,818,0,83,409,20,74.0,3.0,71.0,794.0,0.0,74.0,383.0,89,83,6,63.0,57.0,6.0
9909296,21,6,15,46,2,19,120,20,13.0,2.0,11.0,42.0,0.0,13.0,100.0,33,21,12,3.0,3.0,0.0
9312302,24,10,14,32,1,23,68,49,13.0,7.0,6.0,8.0,0.0,13.0,26.0,29,24,5,10.0,8.0,2.0
9505321,22,3,19,46,5,17,28,85,10.0,1.0,9.0,21.0,2.0,8.0,8.0,27,22,5,7.0,7.0,0.0
9701288,4,1,3,3,4,0,0,136,4.0,1.0,3.0,3.0,4.0,0.0,0.0,4,4,0,1.0,1.0,0.0
3150,16,4,12,25,0,16,84,20,15.0,3.0,12.0,22.0,0.0,15.0,78.0,28,16,12,2.0,1.0,1.0
10049,1,1,0,0,1,0,0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,1.0,0.0,1.0
9903451,79,12,67,381,25,54,91,2,40.0,2.0,38.0,232.0,10.0,30.0,49.0,90,79,11,29.0,27.0,2.0
9812365,17,3,14,30,4,13,13,2,8.0,2.0,6.0,10.0,1.0,7.0,7.0,18,17,1,8.0,7.0,1.0
9211216,19,7,12,32,18,1,1,6,9.0,2.0,7.0,25.0,9.0,0.0,0.0,20,19,1,9.0,9.0,0.0
9406284,4,2,2,2,3,1,4,6,2.0,1.0,1.0,1.0,2.0,0.0,0.0,13,4,9,1.0,1.0,0.0
9707249,35,11,24,78,1,34,183,5,10.0,3.0,7.0,23.0,0.0,10.0,43.0,65,35,30,19.0,10.0,9.0
9711470,9,2,7,13,1,8,65,5,1.0,1.0,0.0,0.0,0.0,1.0,3.0,40,9,31,,,
9406248,45,11,34,181,13,32,80,5,24.0,6.0,18.0,93.0,7.0,17.0,17.0,58,45,13,23.0,22.0,1.0
9406256,42,10,32,73,31,11,19,10,13.0,5.0,8.0,17.0,13.0,0.0,0.0,46,42,4,10.0,10.0,0.0
2285,33,6,27,122,0,33,211,73,32.0,6.0,26.0,120.0,0.0,32.0,205.0,45,33,12,31.0,20.0,11.0
9606387,11,3,8,10,5,6,27,42,8.0,2.0,6.0,8.0,3.0,5.0,15.0,21,11,10,3.0,3.0,0.0
102187,18,5,13,45,0,18,105,73,13.0,2.0,11.0,33.0,0.0,13.0,48.0,39,18,21,18.0,12.0,6.0
9707331,15,4,11,28,0,15,86,158,10.0,2.0,8.0,25.0,0.0,10.0,43.0,32,15,17,18.0,9.0,9.0
9606408,5,3,2,3,1,4,16,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13,5,8,3.0,2.0,1.0
9608472,29,5,24,104,11,18,18,92,12.0,3.0,9.0,31.0,6.0,6.0,6.0,32,29,3,10.0,9.0,1.0
9612460,7,7,0,0,3,4,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7,15,5.0,0.0,5.0
9608340,21,14,7,10,1,20,44,60,5.0,3.0,2.0,3.0,0.0,5.0,14.0,35,21,14,10.0,3.0,7.0
9707448,20,4,16,61,0,20,76,19,15.0,3.0,12.0,45.0,0.0,15.0,47.0,32,20,12,9.0,8.0,1.0
9603391,32,24,8,9,3,29,141,26,1.0,1.0,0.0,0.0,0.0,1.0,2.0,172,32,140,15.0,0.0,15.0
9906262,35,3,32,197,1,34,37,70,33.0,1.0,32.0,197.0,0.0,33.0,35.0,38,35,3,33.0,31.0,2.0
9905229,5,3,2,2,3,2,3,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,19,5,14,3.0,0.0,3.0
9904257,13,5,8,14,2,11,45,0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,24,13,11,4.0,0.0,4.0
9701246,8,5,3,3,5,3,4,103,4.0,3.0,1.0,1.0,3.0,1.0,2.0,12,8,4,2.0,1.0,1.0
9805383,3,3,0,0,0,3,7,18,1.0,1.0,0.0,0.0,0.0,1.0,1.0,10,3,7,4.0,1.0,3.0
9703287,61,4,57,501,0,61,220,36,50.0,4.0,46.0,478.0,1.0,49.0,105.0,88,61,27,48.0,46.0,2.0
4220,2,2,0,0,0,2,2,322,2.0,2.0,0.0,0.0,0.0,2.0,2.0,5,2,3,2.0,1.0,1.0
9803470,6,5,1,2,1,5,12,84,5.0,4.0,1.0,2.0,0.0,5.0,12.0,11,6,5,6.0,3.0,3.0
9409432,8,5,3,3,5,3,3,85,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13,8,5,3.0,2.0,1.0
9603386,15,3,12,35,12,3,7,10,10.0,1.0,9.0,29.0,10.0,0.0,0.0,19,15,4,8.0,8.0,0.0
9912318,8,3,5,8,0,8,21,301,5.0,2.0,3.0,3.0,0.0,5.0,10.0,15,8,7,8.0,5.0,3.0
9802374,38,6,32,73,0,38,129,23,14.0,1.0,13.0,26.0,1.0,13.0,20.0,48,38,10,18.0,15.0,3.0
9601343,33,16,17,37,7,26,50,74,8.0,4.0,4.0,8.0,0.0,8.0,19.0,41,33,8,9.0,5.0,4.0
9404279,11,3,8,15,11,0,0,29,9.0,1.0,8.0,15.0,9.0,0.0,0.0,11,11,0,3.0,3.0,0.0
9505337,8,3,5,8,4,4,7,1,2.0,2.0,0.0,0.0,2.0,0.0,0.0,13,8,5,2.0,2.0,0.0
9508293,12,11,1,1,1,11,77,10,2.0,2.0,0.0,0.0,0.0,2.0,18.0,47,12,35,11.0,3.0,8.0
9903423,4,2,2,2,0,4,23,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,24,4,20,3.0,0.0,3.0
9803259,13,6,7,8,0,13,146,5,1.0,1.0,0.0,0.0,0.0,1.0,3.0,95,13,82,16.0,2.0,14.0
2279,22,6,16,42,3,19,81,2,11.0,1.0,10.0,33.0,0.0,11.0,51.0,29,22,7,15.0,10.0,5.0
9403381,13,4,9,26,3,10,16,104,6.0,1.0,5.0,9.0,0.0,6.0,11.0,15,13,2,9.0,7.0,2.0
9208238,26,9,17,74,26,0,0,124,15.0,4.0,11.0,57.0,15.0,0.0,0.0,26,26,0,13.0,13.0,0.0
112113,22,5,17,50,0,22,419,18,21.0,4.0,17.0,50.0,0.0,21.0,310.0,73,22,51,43.0,19.0,24.0
9701343,14,6,8,21,2,12,34,41,4.0,2.0,2.0,2.0,0.0,4.0,11.0,28,14,14,9.0,8.0,1.0
102259,24,5,19,115,0,24,236,23,22.0,3.0,19.0,115.0,0.0,22.0,219.0,59,24,35,24.0,15.0,9.0
4210,28,12,16,31,0,28,185,5,4.0,3.0,1.0,1.0,1.0,3.0,3.0,57,28,29,6.0,4.0,2.0
9908427,19,3,16,36,5,14,68,18,12.0,2.0,10.0,21.0,5.0,7.0,45.0,38,19,19,9.0,4.0,5.0
3138,6,2,4,8,2,4,13,18,3.0,2.0,1.0,1.0,0.0,3.0,6.0,13,6,7,1.0,1.0,0.0
9903370,24,5,19,55,5,19,83,5,3.0,3.0,0.0,0.0,0.0,3.0,18.0,44,24,20,17.0,3.0,14.0
9407273,53,13,40,109,11,42,189,10,4.0,2.0,2.0,2.0,0.0,4.0,25.0,76,53,23,14.0,6.0,8.0
9504205,7,2,5,8,7,0,0,18,4.0,2.0,2.0,2.0,4.0,0.0,0.0,7,7,0,,,
9512389,13,8,5,6,3,10,23,10,1.0,1.0,0.0,0.0,0.0,1.0,2.0,21,13,8,2.0,2.0,0.0
9405228,19,10,9,19,14,5,7,147,6.0,3.0,3.0,6.0,3.0,3.0,4.0,21,19,2,5.0,5.0,0.0
4193,9,1,8,17,2,7,12,0,5.0,1.0,4.0,6.0,1.0,4.0,5.0,15,9,6,7.0,6.0,1.0
9162,1,1,0,0,0,1,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,24,16.0,0.0,16.0
9211281,4,1,3,4,4,0,0,69,4.0,1.0,3.0,4.0,4.0,0.0,0.0,4,4,0,,,
9288,9,3,6,10,1,8,34,118,8.0,3.0,5.0,9.0,1.0,7.0,28.0,17,9,8,12.0,6.0,6.0
9706377,98,1,97,984,1,97,394,11,82.0,1.0,81.0,906.0,1.0,81.0,329.0,107,98,9,65.0,60.0,5.0
7099,39,8,31,97,7,32,156,19,6.0,1.0,5.0,9.0,0.0,6.0,19.0,71,39,32,6.0,0.0,6.0
9702282,18,5,13,40,0,18,56,16,6.0,3.0,3.0,5.0,0.0,6.0,22.0,31,18,13,14.0,6.0,8.0
9810215,19,4,15,30,0,19,139,16,13.0,5.0,8.0,14.0,0.0,13.0,99.0,35,19,16,18.0,8.0,10.0
9412342,7,5,2,3,3,4,8,19,2.0,2.0,0.0,0.0,0.0,2.0,4.0,10,7,3,1.0,1.0,0.0
9910250,25,5,20,39,0,25,193,39,18.0,4.0,14.0,28.0,0.0,18.0,127.0,43,25,18,28.0,14.0,14.0
9302228,14,6,8,16,14,0,0,4,4.0,2.0,2.0,2.0,4.0,0.0,0.0,14,14,0,1.0,1.0,0.0
9307266,90,23,67,187,68,22,24,8,15.0,2.0,13.0,50.0,15.0,0.0,0.0,92,90,2,13.0,13.0,0.0
9604267,26,7,19,43,8,18,23,194,13.0,2.0,11.0,20.0,3.0,10.0,10.0,36,26,10,11.0,10.0,1.0
2077,18,4,14,40,3,15,33,16,15.0,3.0,12.0,35.0,2.0,13.0,24.0,27,18,9,10.0,8.0,2.0
9303308,14,6,8,28,10,4,4,135,7.0,3.0,4.0,12.0,3.0,4.0,4.0,15,14,1,3.0,2.0,1.0
9903406,26,6,20,103,1,25,110,46,20.0,2.0,18.0,96.0,0.0,20.0,83.0,45,26,19,25.0,18.0,7.0
9912408,87,14,73,279,3,84,439,2,30.0,2.0,28.0,149.0,0.0,30.0,129.0,112,87,25,28.0,24.0,4.0
110409,12,7,5,6,1,11,99,11,3.0,3.0,0.0,0.0,0.0,3.0,45.0,84,12,72,14.0,2.0,12.0
12167,33,1,32,197,0,33,467,11,32.0,1.0,31.0,195.0,0.0,32.0,424.0,59,33,26,50.0,31.0,19.0
9904464,11,2,9,18,1,10,86,16,8.0,2.0,6.0,15.0,0.0,8.0,69.0,40,11,29,12.0,7.0,5.0
201274,17,4,13,45,1,16,386,19,16.0,3.0,13.0,44.0,0.0,16.0,374.0,66,17,49,51.0,15.0,36.0
102033,29,7,22,59,5,24,46,19,15.0,3.0,12.0,33.0,0.0,15.0,17.0,45,29,16,4.0,4.0,0.0
9801261,3,3,0,0,2,1,1,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,1.0,0.0,1.0
107138,13,6,7,12,5,8,68,39,3.0,2.0,1.0,1.0,0.0,3.0,11.0,52,13,39,5.0,2.0,3.0
9910371,7,4,3,5,0,7,48,8,5.0,3.0,2.0,3.0,0.0,5.0,23.0,24,7,17,1.0,0.0,1.0
9209242,4,3,1,1,4,0,0,253,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,4,0,1.0,1.0,0.0
110067,32,9,23,70,1,31,198,2,13.0,2.0,11.0,51.0,3.0,10.0,10.0,45,32,13,8.0,6.0,2.0
9805382,3,3,0,0,0,3,4,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,12,11.0,0.0,11.0
9603249,314,15,299,2706,206,108,133,9,124.0,1.0,123.0,1464.0,124.0,0.0,0.0,319,314,5,52.0,51.0,1.0
9702320,12,5,7,10,4,8,41,26,5.0,2.0,3.0,4.0,1.0,4.0,27.0,29,12,17,7.0,0.0,7.0
